1000000 0 0
2000000 0.00051116943359375 0.221124127946868
1000000 0 0
2000000 0.00051116943359375 0.221124127946868
3000000 0.00077056884765625 0.273492928228501
4000000 0.000926971435546875 0.310377251229596
5000000 0.00121307373046875 0.291712457091627
6000000 0.0013885498046875 0.312612734737352
7000000 0.00162506103515625 0.33174058602896
8000000 0.00184959173202515 0.322740458608159
9000000 0.00205177068710327 0.347956655761864
10000000 0.00235694646835327 0.337464894179537
11000000 0.0026659369468689 0.360880134684623
12000000 0.0029253363609314 0.316998100037666
13000000 0.00314658880233765 0.322299762938288
14000000 0.00345176458358765 0.343019513817441
15000000 0.00379890203475952 0.361324552094135
16000000 0.00412696599960327 0.368723283115647
17000000 0.0043901801109314 0.350961512097242
